Table S7: Differential analysis of somatic copy number and gene expression,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo_Symbol,Ensembl ID,RefSeq ID,Chromomosme,Strand,Start,End,Cytoband,CRPC-Adeno mean expression,CRPC-NE mean expression,VALID,# CRPC-NE neutral,# CRPC-NE deleted,# CRPC-NE amplified,# CRPC-Adeno neutral,# CRPC-Adeno deleted,# CRPC-Adeno amplified,P-val expression,P-val deletion,P-val amplification,FDR expression,FDR deletion,FDR amplification,% CRPC-NE deletion,% CRPC-Adeno deletion,% CRPC-NE amplification,% CRPC-Adeno amplification,Is cancer gene
HOXB7,ENSG00000260027.3,NM_004502.3,17,R,46684593,46710934,q21.32,1.111113452,2.295704236,TRUE,21,7,15,29,1,23,0.003823517,0.030320066,0.523292119,0.021290624,0.128301822,1,0.162790698,0.018867925,0.348837209,0.433962264,FALSE
HOXB9,ENSG00000170689.8,NM_024017.4,17,R,46698517,46703839,q21.32,0.484946361,0.917972254,TRUE,21,7,15,29,1,23,0.276666971,0.030320066,0.523292119,0.423673437,0.128301822,1,0.162790698,0.018867925,0.348837209,0.433962264,FALSE
HS3ST1,ENSG00000002587.5,NM_005114.2,4,R,11394773,11431389,p15.33,0.52976714,1.340533638,TRUE,29,7,7,38,1,14,0.006864674,0.030320066,0.343945124,0.031841578,0.128301822,1,0.162790698,0.018867925,0.162790698,0.264150943,FALSE
HSD17B6,ENSG00000025423.7,NM_003725.2,12,F,57145944,57181574,q13.3,1.633950696,2.098715185,TRUE,23,7,13,29,1,23,0.276666971,0.030320066,0.265772319,0.423673437,0.128301822,1,0.162790698,0.018867925,0.302325581,0.433962264,FALSE
HSF1,ENSG00000185122.6,,8,F,145515279,145538385,q24.3,3.923040596,3.543538913,TRUE,10,7,26,12,1,40,0.011840572,0.030320066,0.17508079,0.046260896,0.128301822,1,0.162790698,0.018867925,0.604651163,0.754716981,FALSE
HYPK,ENSG00000242028.1,,15,F,44088339,44095241,q15.3,2.54199248,2.524125501,TRUE,27,10,6,35,3,15,0.772127663,0.027411776,0.149056932,0.853845928,0.128301822,1,0.23255814,0.056603774,0.139534884,0.283018868,FALSE
IFITM1,ENSG00000185885.11,,11,F,313505,315272,p15.5,5.124483455,3.879035546,TRUE,20,10,13,34,3,16,0.015567604,0.027411776,1,0.056429534,0.128301822,1,0.23255814,0.056603774,0.302325581,0.301886792,FALSE
IFITM2,ENSG00000185201.12,,11,F,307630,315272,p15.5,5.678556782,4.590714677,TRUE,20,10,13,34,3,16,0.051468914,0.027411776,1,0.129451292,0.128301822,1,0.23255814,0.056603774,0.302325581,0.301886792,FALSE
IFITM3,ENSG00000142089.11,NM_021034.2,11,R,319668,327537,p15.5,5.780632443,5.245228844,TRUE,20,10,13,34,3,16,0.372046855,0.027411776,1,0.522276487,0.128301822,1,0.23255814,0.056603774,0.302325581,0.301886792,FALSE
IFITM5,ENSG00000206013.2,NM_001025295.2,11,R,298199,299526,p15.5,0.375103251,0.31657317,TRUE,19,10,14,34,3,16,0.755755414,0.027411776,0.977921644,0.842399429,0.128301822,1,0.23255814,0.056603774,0.325581395,0.301886792,FALSE
IFT172,ENSG00000138002.10,NM_015662.1,2,R,27667237,27712656,p23.3,1.893851882,2.164663468,TRUE,23,7,13,32,1,20,0.206895112,0.030320066,0.57981315,0.346104563,0.128301822,1,0.162790698,0.018867925,0.302325581,0.377358491,FALSE
IGDCC3,ENSG00000174498.9,NM_004884.3,15,R,65619464,65670378,q22.31,0.042351625,0.208350519,FALSE,28,10,5,34,3,16,0.009059519,0.027411776,0.052459686,0.03871866,0.128301822,1,0.23255814,0.056603774,0.11627907,0.301886792,FALSE
IGF2BP1,ENSG00000159217.5,NM_006546.3,17,F,47074773,47133012,q21.32,0.053585028,0.039901206,FALSE,22,7,14,28,1,24,0.656522993,0.030320066,0.290069484,0.772532626,0.128301822,1,0.162790698,0.018867925,0.325581395,0.452830189,FALSE
IGFBP4,ENSG00000141753.5,NM_001552.2,17,F,38599701,38613983,q21.2,4.87560825,4.791461886,TRUE,21,7,15,31,1,21,0.853703127,0.030320066,0.791036745,0.908996486,0.128301822,1,0.162790698,0.018867925,0.348837209,0.396226415,FALSE
IGSF11,ENSG00000144847.8,NM_152538.2,3,R,118619403,118864915,q13.32,0.135468253,0.503185055,TRUE,17,10,16,26,3,24,0.046321213,0.027411776,0.555348796,0.120667266,0.128301822,1,0.23255814,0.056603774,0.372093023,0.452830189,FALSE
ILKAP,ENSG00000132323.4,NM_030768.2,2,R,239079041,239112370,q37.3,2.233063332,2.717107975,TRUE,33,2,8,25,12,16,0.000872208,0.028321043,0.286214902,0.00790262,0.128301822,1,0.046511628,0.226415094,0.186046512,0.301886792,FALSE
INMT,ENSG00000241644.2,NM_001199219.1,7,F,30737600,30797218,p14.3,1.239094691,1.200522458,TRUE,20,7,16,21,1,31,0.906106433,0.030320066,0.061629628,0.942824407,0.128301822,1,0.162790698,0.018867925,0.372093023,0.58490566,FALSE
INMT-FAM188B,ENSG00000254959.2,,7,F,30791752,30931696,p14.3,1.891147342,1.71388793,TRUE,20,7,16,21,1,31,0.323613832,0.030320066,0.061629628,0.475108054,0.128301822,1,0.162790698,0.018867925,0.372093023,0.58490566,FALSE
INTS6,ENSG00000102786.10,NM_012141.2,13,R,51928212,52028400,q14.3,2.062026646,1.607405006,TRUE,14,25,4,31,18,4,0.007895829,0.030578445,1,0.035200079,0.128301822,1,0.581395349,0.339622642,0.093023256,0.075471698,FALSE
IRAK4,ENSG00000198001.9,NM_001145256.1,12,F,44152746,44183346,q12,1.995589184,2.088175055,TRUE,23,7,13,32,1,20,0.487559819,0.030320066,0.57981315,0.631676472,0.128301822,1,0.162790698,0.018867925,0.302325581,0.377358491,FALSE
IRF7,ENSG00000185507.15,,11,R,612552,615999,p15.5,3.648490805,3.631464954,TRUE,18,10,15,33,3,17,0.70730387,0.027411776,0.942153441,0.80794085,0.128301822,1,0.23255814,0.056603774,0.348837209,0.320754717,FALSE
ITGAL,ENSG00000005844.13,NM_002209.2,16,F,30483978,30534506,p11.2,1.803898738,0.967065037,TRUE,20,10,13,28,3,22,0.048839558,0.027411776,0.353227089,0.125070023,0.128301822,1,0.23255814,0.056603774,0.302325581,0.41509434,FALSE
ITSN2,ENSG00000198399.10,NM_006277.2,2,R,24425732,24583583,p23.3,2.572568912,2.479931453,TRUE,23,7,13,28,1,24,0.656522993,0.030320066,0.19502319,0.772532626,0.128301822,1,0.162790698,0.018867925,0.302325581,0.452830189,FALSE
KAT6B,ENSG00000156650.8,NM_001256468.1,10,F,76585339,76792380,q22.2,1.682356733,1.92653651,TRUE,24,10,8,30,3,20,0.132752181,0.027411776,0.068001766,0.253678391,0.128301822,1,0.23255814,0.056603774,0.186046512,0.377358491,FALSE
KAZN,ENSG00000189337.11,NM_001018000.3,1,F,14925199,15444539,p36.21,1.025094803,0.770347246,TRUE,26,10,7,37,3,13,0.101891055,0.027411776,0.461120071,0.209882116,0.128301822,1,0.23255814,0.056603774,0.162790698,0.245283019,FALSE
KCNA10,ENSG00000143105.5,NM_005549.2,1,R,111059838,111061797,p13.3,0.023981366,0.08865171,FALSE,21,10,12,34,3,16,0.407803616,0.027411776,0.98498918,0.556499993,0.128301822,1,0.23255814,0.056603774,0.279069767,0.301886792,FALSE
KCNA2,ENSG00000177301.9,NM_004974.3,1,R,111136201,111174096,p13.3,0.116860809,0.274532594,FALSE,21,10,12,34,3,16,0.043910492,0.027411776,0.98498918,0.116136353,0.128301822,1,0.23255814,0.056603774,0.279069767,0.301886792,FALSE
KCNA3,ENSG00000177272.7,NM_002232.3,1,R,111214309,111217655,p13.3,0.845136025,0.680275316,TRUE,21,10,12,34,3,16,0.019666944,0.027411776,0.98498918,0.066371574,0.128301822,1,0.23255814,0.056603774,0.279069767,0.301886792,FALSE
KCNC4,ENSG00000116396.9,NM_004978.4,1,F,110753964,110825722,p13.3,0.666427306,1.204049285,TRUE,21,10,12,32,3,18,0.000607519,0.027411776,0.678054262,0.006289042,0.128301822,1,0.23255814,0.056603774,0.279069767,0.339622642,FALSE
KCNH8,ENSG00000183960.4,NM_144633.2,3,F,19189945,19577138,p24.3,0.318745185,1.853753315,TRUE,23,7,13,32,1,20,5.14E-05,0.030320066,0.57981315,0.001276546,0.128301822,1,0.162790698,0.018867925,0.302325581,0.377358491,FALSE
KCNMA1,ENSG00000156113.16,NM_001271519.1,10,R,78629358,79398353,q22.3,1.242095798,1.120383999,TRUE,24,10,9,25,3,25,0.598928642,0.027411776,0.013947341,0.725293742,0.128301822,1,0.23255814,0.056603774,0.209302326,0.471698113,FALSE
KCNQ3,ENSG00000184156.11,NM_004519.3,8,R,133133107,133493200,q24.22,0.253299442,0.502353454,TRUE,11,7,25,15,1,37,0.349300153,0.030320066,0.32980522,0.498771783,0.128301822,1,0.162790698,0.018867925,0.581395349,0.698113208,FALSE
KHK,ENSG00000138030.8,NM_006488.2,2,F,27309614,27323640,p23.3,1.310789299,2.311410976,TRUE,23,7,13,32,1,20,0.001040109,0.030320066,0.57981315,0.008862583,0.128301822,1,0.162790698,0.018867925,0.302325581,0.377358491,FALSE
KIAA1161,ENSG00000164976.8,NM_020702.3,9,R,34366667,34376851,p13.3,1.055835527,1.269309117,TRUE,19,10,14,27,3,23,0.889134372,0.027411776,0.382032515,0.93107098,0.128301822,1,0.23255814,0.056603774,0.325581395,0.433962264,FALSE
KIAA1279,ENSG00000198954.4,NM_015634.3,10,F,70748486,70776738,q22.1,2.788772289,2.749497924,TRUE,24,10,9,29,3,21,0.957244394,0.027411776,0.081245819,0.975548424,0.128301822,1,0.23255814,0.056603774,0.209302326,0.396226415,FALSE
KIAA1456,ENSG00000250305.4,,8,F,12803150,12889012,p22,0.492654665,2.211188629,TRUE,12,25,6,23,18,12,0.000665812,0.030578445,0.411293034,0.006664074,0.128301822,1,0.581395349,0.339622642,0.139534884,0.226415094,FALSE
KIAA1467,ENSG00000084444.9,NM_020853.1,12,F,13197217,13295455,p13.1,2.135098808,1.092831485,TRUE,17,18,8,31,10,12,5.31E-06,0.025161673,0.8168256,0.00031688,0.128301822,1,0.418604651,0.188679245,0.186046512,0.226415094,FALSE
KIAA1671,ENSG00000197077.8,NM_001145206.1,22,F,25348696,25593415,q11.23,2.103687754,1.835462233,TRUE,24,10,9,31,3,19,0.316837879,0.027411776,0.169612515,0.46591501,0.128301822,1,0.23255814,0.056603774,0.209302326,0.358490566,FALSE
KIAA1875,ENSG00000179698.9,,8,F,145162628,145173218,q24.3,0.840697837,0.864691085,TRUE,10,7,26,13,1,39,0.838545001,0.030320066,0.251123787,0.898923643,0.128301822,1,0.162790698,0.018867925,0.604651163,0.735849057,FALSE
KIF15,ENSG00000163808.12,NM_020242.2,3,F,44803208,44914868,p21.31,1.259593673,1.782101841,TRUE,24,7,12,30,1,22,0.046321213,0.030320066,0.241520153,0.120667266,0.128301822,1,0.162790698,0.018867925,0.279069767,0.41509434,FALSE
KIF24,ENSG00000186638.11,,9,R,34252378,34329198,p13.3,0.904333931,1.463417901,TRUE,19,10,14,27,3,23,0.008460269,0.027411776,0.382032515,0.036929008,0.128301822,1,0.23255814,0.056603774,0.325581395,0.433962264,FALSE
KIF2B,ENSG00000141200.6,NM_032559.4,17,F,51900238,51902573,q22,0.012378823,0.004458637,FALSE,22,7,14,32,1,20,0.011083945,0.030320066,0.754345346,0.044157081,0.128301822,1,0.162790698,0.018867925,0.325581395,0.377358491,FALSE
KIF3C,ENSG00000084731.9,NM_002254.6,2,R,26149470,26205618,p23.3,1.234032694,2.173369333,TRUE,21,7,15,31,1,21,5.14E-05,0.030320066,0.791036745,0.001276546,0.128301822,1,0.162790698,0.018867925,0.348837209,0.396226415,FALSE
KITLG,ENSG00000049130.9,NM_000899.4,12,R,88886569,88974628,q21.32,1.742444121,1.631309803,TRUE,21,7,15,27,1,25,0.526356873,0.030320066,0.314382756,0.66452075,0.128301822,1,0.162790698,0.018867925,0.348837209,0.471698113,FALSE
KLHDC7A,ENSG00000179023.7,NM_152375.2,1,F,18807423,18812478,p36.13,0.352669433,0.724816299,TRUE,25,10,8,37,3,13,0.046321213,0.027411776,0.652762801,0.120667266,0.128301822,1,0.23255814,0.056603774,0.186046512,0.245283019,FALSE
KLHL30,ENSG00000168427.7,NM_198582.3,2,F,239047362,239061588,q37.3,0.127353233,0.080645371,FALSE,33,2,8,24,12,17,0.644490673,0.028321043,0.207048457,0.761896492,0.128301822,1,0.046511628,0.226415094,0.186046512,0.320754717,FALSE
KPNA3,ENSG00000102753.5,NM_002267.3,13,R,50273446,50367057,q14.2,2.367665491,2.22978758,TRUE,11,26,6,30,19,4,0.240039178,0.027962891,0.492796587,0.385257312,0.128301822,1,0.604651163,0.358490566,0.139534884,0.075471698,FALSE
KRR1,ENSG00000111615.8,NM_007043.6,12,R,75890683,75905416,q21.2,3.151869223,2.562587016,TRUE,22,7,14,29,1,23,0.007145067,0.030320066,0.382032515,0.033085712,0.128301822,1,0.162790698,0.018867925,0.325581395,0.433962264,FALSE
KRT10,ENSG00000186395.6,NM_000421.3,17,R,38974368,38978847,q21.2,2.451052722,1.973595229,TRUE,22,7,14,31,1,21,0.101891055,0.030320066,0.615716921,0.209882116,0.128301822,1,0.162790698,0.018867925,0.325581395,0.396226415,FALSE
KRT12,ENSG00000187242.4,NM_000223.3,17,R,39017554,39023462,q21.2,0.127583603,0.097214766,FALSE,22,7,14,31,1,21,0.739489651,0.030320066,0.615716921,0.83093779,0.128301822,1,0.162790698,0.018867925,0.325581395,0.396226415,FALSE
KRT20,ENSG00000171431.3,NM_019010.2,17,R,39032192,39041479,q21.2,0.592834551,1.148786272,TRUE,22,7,14,31,1,21,0.156948267,0.030320066,0.615716921,0.285602016,0.128301822,1,0.162790698,0.018867925,0.325581395,0.396226415,FALSE
KRT222,ENSG00000213424.4,,17,R,38810916,38821433,q21.2,0.230163622,0.236801026,FALSE,21,7,15,31,1,21,0.132752181,0.030320066,0.791036745,0.253678391,0.128301822,1,0.162790698,0.018867925,0.348837209,0.396226415,FALSE
KRT23,ENSG00000108244.12,NM_015515.3,17,R,39078947,39093886,q21.2,1.58594256,0.669024269,TRUE,22,7,14,31,1,21,0.199142334,0.030320066,0.615716921,0.337196866,0.128301822,1,0.162790698,0.018867925,0.325581395,0.396226415,FALSE
KRT24,ENSG00000167916.4,NM_019016.2,17,R,38854242,38860002,q21.2,0.043318304,0.043435723,FALSE,21,7,15,31,1,21,0.675621368,0.030320066,0.791036745,0.784370479,0.128301822,1,0.162790698,0.018867925,0.348837209,0.396226415,FALSE
KRT25,ENSG00000204897.6,NM_181534.3,17,R,38904272,38911584,q21.2,0.007041674,0.021000509,FALSE,21,7,15,31,1,21,0.55485253,0.030320066,0.791036745,0.687316346,0.128301822,1,0.162790698,0.018867925,0.348837209,0.396226415,FALSE
KRT26,ENSG00000186393.5,NM_181539.4,17,R,38922489,38928414,q21.2,0.007854633,0.032205155,FALSE,21,7,15,31,1,21,0.338257629,0.030320066,0.791036745,0.487651758,0.128301822,1,0.162790698,0.018867925,0.348837209,0.396226415,FALSE
KRT27,ENSG00000171446.6,NM_181537.3,17,R,38933059,38938786,q21.2,0.028838997,0.030762347,FALSE,21,7,15,31,1,21,0.106605897,0.030320066,0.791036745,0.216893755,0.128301822,1,0.162790698,0.018867925,0.348837209,0.396226415,FALSE
KRT28,ENSG00000173908.8,NM_181535.3,17,R,38948454,38956211,q21.2,0.01104388,0.019867871,FALSE,21,7,15,31,1,21,0.485028902,0.030320066,0.791036745,0.628611465,0.128301822,1,0.162790698,0.018867925,0.348837209,0.396226415,FALSE
KRT34,ENSG00000131737.5,NM_021013.3,17,R,39533901,39538655,q21.2,0.055669591,0.0232916,FALSE,22,7,14,33,1,19,0.296307633,0.030320066,0.903267603,0.444695168,0.128301822,1,0.162790698,0.018867925,0.325581395,0.358490566,FALSE
KRT39,ENSG00000196859.3,NM_213656.3,17,R,39114668,39123144,q21.2,0.111417489,0.09795513,FALSE,22,7,14,31,1,21,0.512388326,0.030320066,0.615716921,0.653126059,0.128301822,1,0.162790698,0.018867925,0.325581395,0.396226415,FALSE
KRT40,ENSG00000204889.6,,17,R,39133967,39143387,q21.2,0.118039896,0.70096917,TRUE,22,7,14,31,1,21,0.723336988,0.030320066,0.615716921,0.819173434,0.128301822,1,0.162790698,0.018867925,0.325581395,0.396226415,FALSE
KRTAP1-1,ENSG00000188581.8,NM_030967.2,17,R,39196810,39197713,q21.2,0.140715617,0.096296556,FALSE,22,7,14,31,1,21,0.163477827,0.030320066,0.615716921,0.293775275,0.128301822,1,0.162790698,0.018867925,0.325581395,0.396226415,FALSE
KRTAP1-3,ENSG00000221880.2,NM_030966.1,17,R,39190141,39191107,q21.2,0.03148593,0.027468574,FALSE,22,7,14,31,1,21,0.063165376,0.030320066,0.615716921,0.149837627,0.128301822,1,0.162790698,0.018867925,0.325581395,0.396226415,FALSE
KRTAP1-4,ENSG00000204887.4,NM_001257305.1,17,R,39185948,39186356,q21.2,0.012130831,0.00712146,FALSE,22,7,14,31,1,21,0.268564865,0.030320066,0.615716921,0.415547181,0.128301822,1,0.162790698,0.018867925,0.325581395,0.396226415,FALSE
KRTAP1-5,ENSG00000221852.4,NM_031957.1,17,R,39182277,39183454,q21.2,0.081478396,0.014061679,FALSE,22,7,14,31,1,21,0.08070182,0.030320066,0.615716921,0.178391221,0.128301822,1,0.162790698,0.018867925,0.325581395,0.396226415,FALSE
KRTAP2-1,ENSG00000212725.3,NM_001123387.1,17,R,39202792,39203568,q21.2,0.027350848,0.01117078,FALSE,22,7,14,31,1,21,0.144471537,0.030320066,0.615716921,0.269548924,0.128301822,1,0.162790698,0.018867925,0.325581395,0.396226415,FALSE
KRTAP2-2,ENSG00000214518.3,NM_033032.2,17,R,39210749,39211482,q21.2,0.044691578,0.005716743,FALSE,22,7,14,30,1,21,0.088714453,0.030320066,0.615716921,0.190623366,0.128301822,1,0.162790698,0.018867925,0.325581395,0.396226415,FALSE
KRTAP3-1,ENSG00000212901.2,NM_031958.1,17,R,39164772,39175576,q21.2,0.251451621,0.336124474,TRUE,22,7,14,31,1,21,0.540512957,0.030320066,0.615716921,0.676423312,0.128301822,1,0.162790698,0.018867925,0.325581395,0.396226415,FALSE
KRTAP3-2,ENSG00000212900.1,NM_031959.2,17,R,39155446,39156138,q21.2,0.072197706,0.067916661,FALSE,22,7,14,31,1,21,0.267179394,0.030320066,0.615716921,0.413807272,0.128301822,1,0.162790698,0.018867925,0.325581395,0.396226415,FALSE
KRTAP3-3,ENSG00000212899.1,NM_033185.2,17,R,39149685,39150385,q21.2,0.205806001,0.059077358,FALSE,22,7,14,31,1,21,0.755755414,0.030320066,0.615716921,0.842399429,0.128301822,1,0.162790698,0.018867925,0.325581395,0.396226415,FALSE
KRTAP5-4,ENSG00000241598.4,NM_001012709.1,11,R,1642187,1643368,p15.5,0.023811299,0.140500121,FALSE,20,10,13,32,3,18,0.267179394,0.027411776,0.865661608,0.413807272,0.128301822,1,0.23255814,0.056603774,0.302325581,0.339622642,FALSE
KRTAP5-5,ENSG00000185940.9,NM_001001480.2,11,F,1651032,1652160,p15.5,0.013390583,0.362642358,FALSE,20,10,13,32,3,18,0.003036928,0.027411776,0.865661608,0.018309137,0.128301822,1,0.23255814,0.056603774,0.302325581,0.339622642,FALSE
KRTCAP3,ENSG00000157992.8,NM_173853.3,2,F,27665232,27669348,p23.3,2.7892076,2.544827404,TRUE,23,7,13,32,1,20,0.383748928,0.030320066,0.57981315,0.533430074,0.128301822,1,0.162790698,0.018867925,0.302325581,0.377358491,FALSE
L3MBTL4,ENSG00000154655.10,NM_173464.3,18,R,5954704,6415236,p11.31,0.358020161,0.869838483,TRUE,22,1,20,26,10,17,0.023568605,0.027224971,0.217067659,0.075002485,0.128301822,1,0.023255814,0.188679245,0.465116279,0.320754717,FALSE
LAMTOR5,ENSG00000134248.9,NM_006402.2,1,R,110943870,110950564,p13.3,3.283803719,3.112838978,TRUE,21,10,12,34,3,16,0.526356873,0.027411776,0.98498918,0.66452075,0.128301822,1,0.23255814,0.056603774,0.279069767,0.301886792,FALSE
LAX1,ENSG00000122188.8,,1,F,203734303,203745361,q32.1,0.663374261,0.439110837,TRUE,17,7,19,20,1,32,0.004443189,0.030320066,0.16905838,0.023463937,0.128301822,1,0.162790698,0.018867925,0.441860465,0.603773585,FALSE
LDB2,ENSG00000169744.8,NM_001290.3,4,R,16503163,16900432,p15.32,1.347092617,1.202865002,TRUE,30,7,6,37,1,15,0.540512957,0.030320066,0.149056932,0.676423312,0.128301822,1,0.162790698,0.018867925,0.139534884,0.283018868,FALSE
LIN7A,ENSG00000111052.3,,12,R,81186298,81331704,q21.31,1.127920422,1.207240579,TRUE,19,7,17,29,1,23,0.772127663,0.030320066,0.862289837,0.853845928,0.128301822,1,0.162790698,0.018867925,0.395348837,0.433962264,FALSE
LONRF1,ENSG00000154359.8,NM_152271.3,8,R,12579402,12613582,p23.1,2.018215362,1.396908296,TRUE,12,25,6,23,18,12,9.01E-05,0.030578445,0.411293034,0.001852241,0.128301822,1,0.581395349,0.339622642,0.139534884,0.226415094,FALSE
LPIN2,ENSG00000101577.5,NM_014646.2,18,R,2916991,3013313,p11.31,2.810653475,3.617036578,TRUE,22,1,20,25,10,18,0.000607519,0.027224971,0.298115973,0.006289042,0.128301822,1,0.023255814,0.188679245,0.465116279,0.339622642,FALSE
LRIF1,ENSG00000121931.11,NM_018372.3,1,R,111489806,111506701,p13.3,2.479917949,1.979758263,TRUE,21,10,12,33,3,17,0.000797771,0.027411776,0.826775391,0.007444426,0.128301822,1,0.23255814,0.056603774,0.279069767,0.320754717,FALSE
LRRC3C,ENSG00000204913.5,NM_001195545.1,17,F,38097726,38101000,q12,0.060746578,0.018058857,FALSE,22,7,14,31,1,21,0.014383991,0.030320066,0.615716921,0.053245952,0.128301822,1,0.162790698,0.018867925,0.325581395,0.396226415,FALSE
LRRC56,ENSG00000161328.10,NM_198075.3,11,F,537526,554916,p15.5,1.89617353,2.035672695,TRUE,18,10,15,33,3,17,0.471645013,0.027411776,0.942153441,0.616472465,0.128301822,1,0.23255814,0.056603774,0.348837209,0.320754717,FALSE
LRRC6,ENSG00000129295.4,NM_012472.3,8,R,133584319,133687838,q24.22,1.205263505,0.434711552,TRUE,11,7,25,15,1,37,4.58E-05,0.030320066,0.32980522,0.001188478,0.128301822,1,0.162790698,0.018867925,0.581395349,0.698113208,FALSE
LRRFIP1,ENSG00000124831.14,NM_004735.3,2,F,238536218,238722325,q37.3,3.366049229,3.299130814,TRUE,31,2,10,25,12,16,0.991445036,0.028321043,0.596666201,0.994896087,0.128301822,1,0.046511628,0.226415094,0.23255814,0.301886792,FALSE
LRRIQ1,ENSG00000133640.14,,12,F,85430091,85657002,q21.31,0.742345621,0.395332928,TRUE,22,7,14,28,1,24,0.248866435,0.030320066,0.290069484,0.394532716,0.128301822,1,0.162790698,0.018867925,0.325581395,0.452830189,FALSE
LSAMP,ENSG00000185565.7,,3,R,115521234,117716095,q13.32,0.86393254,1.012226329,TRUE,17,10,16,26,3,24,0.659984119,0.027411776,0.555348796,0.772532626,0.128301822,1,0.23255814,0.056603774,0.372093023,0.452830189,FALSE
LSM5,ENSG00000106355.5,,7,R,32524950,32534895,p14.3,1.888357457,2.09211908,TRUE,20,7,16,21,1,31,0.70730387,0.030320066,0.061629628,0.80794085,0.128301822,1,0.162790698,0.018867925,0.372093023,0.58490566,FALSE
LTBP2,ENSG00000119681.7,NM_000428.2,14,R,74964872,75079306,q24.3,2.52105868,1.79983293,TRUE,24,7,12,32,1,20,0.029772568,0.030320066,0.424755054,0.088679188,0.128301822,1,0.162790698,0.018867925,0.279069767,0.377358491,FALSE
LY6D,ENSG00000167656.4,NM_003695.2,8,R,143866295,143868008,q24.3,0.258445055,0.054262744,FALSE,11,7,25,14,1,38,0.026518155,0.030320066,0.240060907,0.081591353,0.128301822,1,0.162790698,0.018867925,0.581395349,0.716981132,FALSE
LY6E,ENSG00000160932.6,NM_002346.2,8,F,144099398,144105249,q24.3,4.063059908,3.380805257,TRUE,11,7,25,14,1,38,0.115768392,0.030320066,0.240060907,0.231052146,0.128301822,1,0.162790698,0.018867925,0.581395349,0.716981132,FALSE
LY6H,ENSG00000176956.8,NM_001135655.1,8,R,144239330,144242128,q24.3,0.208939091,0.793262364,TRUE,11,7,25,15,1,37,0.001346652,0.030320066,0.32980522,0.010574804,0.128301822,1,0.162790698,0.018867925,0.581395349,0.698113208,FALSE
LY6K,ENSG00000160886.9,,8,F,143781528,143786545,q24.3,0.254801914,0.425352831,TRUE,11,7,25,14,1,38,0.206895112,0.030320066,0.240060907,0.346104563,0.128301822,1,0.162790698,0.018867925,0.581395349,0.716981132,FALSE
LYNX1,ENSG00000180155.14,NM_177458.1,8,R,143845751,143859640,q24.3,1.276045406,1.494218531,TRUE,11,7,25,14,1,38,0.231429858,0.030320066,0.240060907,0.37555786,0.128301822,1,0.162790698,0.018867925,0.581395349,0.716981132,FALSE
LYPD2,ENSG00000197353.3,NM_205545.1,8,R,143831567,143833952,q24.3,0.132056671,0.10436514,FALSE,11,7,25,14,1,38,0.991445036,0.030320066,0.240060907,0.994896087,0.128301822,1,0.162790698,0.018867925,0.581395349,0.716981132,FALSE
MAATS1,ENSG00000183833.12,NM_033364.3,3,F,119421868,119485949,q13.33,0.877505856,1.265207306,TRUE,16,10,17,26,3,24,0.092948796,0.027411776,0.719796728,0.197051448,0.128301822,1,0.23255814,0.056603774,0.395348837,0.452830189,FALSE
MAF1,ENSG00000179632.5,NM_032272.4,8,F,145159401,145162514,q24.3,4.638465922,4.348755532,TRUE,10,7,26,13,1,39,0.082654417,0.030320066,0.251123787,0.182486143,0.128301822,1,0.162790698,0.018867925,0.604651163,0.735849057,FALSE
